id,name,category,falCategory,status,prefix,supportsLora,imageFields,maxRefs,refImagesField,needsSource,needsFirstFrame,supportsI2v,promptField,aspectRatioField,durationField,hasOpenapiOverlay,notes
fal-ai/nano-banana-2/edit,Nano Banana 2,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,aspect_ratio,,True,"Nano Banana 2 is Google's new state-of-the-art image generation and editing model
"
fal-ai/nano-banana-pro/edit,Nano Banana Pro,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
openai/gpt-image-2/edit,GPT Image 2 API,image,image-to-image,available,openai,False,image_urls,9,image_urls,False,False,False,prompt,,,True,"GPT Image 2, OpenAI's latest image model, is capable of making fine-grained, detailed edits to images."
fal-ai/flux/schnell,FLUX.1 [schnell],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,FLUX.1 [schnell] is a 12 billion parameter flow transformer that generates high-quality images from text in 1 to 4 steps
minimax/h3-max/image-to-video,H3 Max Image to Video,video,image-to-video,available,minimax,False,end_image_url|image_url,1,image_url,False,True,True,prompt,,duration,True,"fal's H3 Max is a post-trained variant of MiniMax H3, tuned for stronger prompt adherence and better aesthetics while co"
fal-ai/nano-banana-2,Nano Banana 2,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,,True,Nano Banana 2 is Google's new state-of-the-art fast image generation and editing model
openai/gpt-image-2,GPT Image 2 API,image,text-to-image,available,openai,False,,1,image_url,False,False,False,prompt,,,True,"GPT Image 2, OpenAI's latest image model, is capable of creating extremely detailed images with fine typography."
fal-ai/nano-banana-pro,Nano Banana Pro,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,,True,Nano Banana Pro is Google's new state-of-the-art image generation and editing model
minimax/h3-max/text-to-video,MiniMax H3 Max Text to Video,video,text-to-video,available,minimax,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"fal's H3 Max is a post-trained variant of MiniMax H3, tuned for stronger prompt adherence and better aesthetics while co"
fal-ai/flux/dev,FLUX.1 [dev],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,FLUX.1 [dev] is a 12 billion parameter flow transformer that generates high-quality images from text. It is suitable for
fal-ai/nano-banana/edit,Nano Banana,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/kling-video/v3/pro/image-to-video,Kling Video v3 Image to Video [Pro],video,image-to-video,available,fal-ai,False,start_image_url|end_image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 3.0 Pro: Top-tier image-to-video with cinematic visuals, fluid motion, and native audio generation, with custom el"
bytedance/seedream/v5/pro/edit,Seedream 5.0 Pro Image Editing,image,image-to-image,available,bytedance,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2-pro,Flux 2 Pro,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"Image editing with FLUX.2 [pro] from Black Forest Labs. Ideal for high-quality image manipulation, style transfer, and s"
fal-ai/birefnet/v2,Birefnet Background Removal V2,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
bytedance/seedance-2.5/reference-to-video,Seedance 2.5 Reference to Video,video,image-to-video,available,bytedance,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
bytedance/seedance-2.5/image-to-video,Seedance 2.5 Image to Video,video,image-to-video,available,bytedance,False,image_url|end_image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"Dreamina Seedance 2.5 animates a single still into a native 30-second clip at up to 720p, extending one frame into conti"
fal-ai/flux-pro/kontext,FLUX.1 Kontext [pro],image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,aspect_ratio,,True,"FLUX.1 Kontext [pro] handles both text and reference images as inputs, seamlessly enabling targeted, local edits and com"
fal-ai/nano-banana,Nano Banana,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bytedance/seedream/v4.5/edit,Bytedance Seedream V4.5 Edit,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-pro/v1.1,FLUX1.1 [pro],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"FLUX1.1 [pro] is an enhanced version of FLUX.1 [pro], improved image generation capabilities, delivering superior compos"
fal-ai/kling-video/v2.5-turbo/pro/image-to-video,Kling Video,video,image-to-video,available,fal-ai,False,image_url|tail_image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 2.5 Turbo Pro: Top-tier image-to-video generation with unparalleled motion fluidity, cinematic visuals, and except"
fal-ai/flux-2-pro/edit,FLUX 2 Pro Edit,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,True,"Text-to-image generation with FLUX.2 [pro] from Black Forest Labs. Optimized for maximum quality, exceptional photoreali"
bytedance/seedream/v5/pro/text-to-image,Seedream 5.0 Pro Text to Image,image,text-to-image,available,bytedance,False,,1,image_url,False,False,False,prompt,,,False,
minimax/h3/reference-to-video,MiniMax H3 Reference to Video,video,image-to-video,available,minimax,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/seedvr/upscale/image,SeedVR2,upscale,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/v3/standard/image-to-video,Kling Video v3 Image to Video [Standard],video,image-to-video,available,fal-ai,False,start_image_url|end_image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 3.0 Standard: Top-tier image-to-video with cinematic visuals, fluid motion, and native audio generation, with cust"
bytedance/seedance-2.0/image-to-video,Seedance 2 Image to Video,video,image-to-video,available,bytedance,False,image_url|end_image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"ByteDance's most advanced image-to-video model. Animate still images into cinematic video with synchronized audio, start"
fal-ai/flux-pro/v1.1-ultra,FLUX1.1 [pro] ultra,image,text-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,aspect_ratio,,True,"FLUX1.1 [pro] ultra is the newest version of FLUX1.1 [pro], maintaining professional-grade image quality while deliverin"
bytedance/seedance-2.0/reference-to-video,Seedance 2 Reference to Video,video,image-to-video,available,bytedance,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/bria/background/remove,Bria RMBG 2.0,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
google/nano-banana-2-lite,Nano Banana 2 Lite,image,text-to-image,available,google,False,,1,image_url,False,False,False,prompt,,,False,
openrouter/router/openai/v1/chat/completions,OpenRouter Chat Completions [OpenAI Compatible],image,llm,available,openrouter,False,,1,image_url,False,False,False,prompt,,,False,
bytedance/seedance-2.5/text-to-video,Seedance 2.5 Text to Video,video,text-to-video,available,bytedance,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Dreamina Seedance 2.5 generates native 30-second single-shot video at up to 720p from a single text prompt, reasoning ab"
fal-ai/elevenlabs/tts/eleven-v3,Elevenlabs Tts Eleven V3,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2/klein/9b,FLUX.2 [klein] 9B,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
xai/grok-imagine-image/edit,Grok Imagine Image,image,image-to-image,available,xai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/z-image/turbo,Z Image Turbo,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
minimax/h3/image-to-video,MiniMax H3 Image to Video,video,image-to-video,available,minimax,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,duration,True,"MiniMax H3 is a frontier video model. This endpoint animates a supplied image into 2K video, using it as the opening fra"
fal-ai/flux-lora,FLUX.1 [dev] with LoRAs,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,True,"Super fast endpoint for the FLUX.1 [dev] model with LoRA support, enabling rapid and high-quality image generation using"
fal-ai/kling-video/v2.6/pro/image-to-video,Kling Video v2.6 Image to Video,video,image-to-video,available,fal-ai,False,start_image_url|end_image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 2.6 Pro: Top-tier image-to-video with cinematic visuals, fluid motion, and native audio generation."
fal-ai/bytedance/seedream/v4/edit,Bytedance Seedream V4 Edit,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/bytedance/seedream/v4.5/text-to-image,Bytedance Seedream V4.5 Text To Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
openrouter/router/vision,OpenRouter [Vision],image,vision,available,openrouter,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bytedance/seedream/v4/text-to-image,Bytedance Seedream V4 Text To Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
xai/grok-imagine-video/v1.5/image-to-video,Grok Imagine Video 1.5,video,image-to-video,available,xai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
google/nano-banana-lite/edit,Nano Banana Lite Edit,image,image-to-image,available,google,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/esrgan,Upscale Images,upscale,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
openrouter/router,OpenRouter,image,llm,available,openrouter,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gemini-3-pro-image-preview/edit,Gemini 3 Pro Image Preview,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,Generate videos from your image prompts using Veo 3.1 fast.
fal-ai/clarity-upscaler,Clarity Upscaler,upscale,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
xai/grok-imagine-video/image-to-video,Grok Imagine Video,video,image-to-video,available,xai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/flux-2,FLUX 2,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"Text-to-image generation with FLUX.2 [dev] from Black Forest Labs. Enhanced realism, crisper text generation, and native"
fal-ai/bytedance/seedance/v1.5/pro/image-to-video,Bytedance Seedance V1.5 Pro Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,Generate videos with audio with Seedance 1.5 (supports start & end frame) 
xai/grok-imagine-image,Grok Imagine Image,image,text-to-image,available,xai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/birefnet,Birefnet Background Removal,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sam-3/image,Segment Anything Model 3,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/gemini-25-flash-image/edit,Gemini 2.5 Flash Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/elevenlabs/tts/multilingual-v2,ElevenLabs TTS Multilingual v2,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/veo3.1/image-to-video,Veo 3.1,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,Veo 3.1 is the latest state-of-the art video generation model from Google DeepMind
fal-ai/minimax/speech-02-hd,MiniMax Speech-02 HD,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gpt-image-1.5/edit,GPT-Image 1.5,image,image-to-image,available,fal-ai,False,mask_image_url|image_urls,9,image_urls,False,False,False,prompt,,,True,"GPT Image 1.5 generates high-fidelity images with strong prompt adherence, preserving composition, lighting, and fine-gr"
fal-ai/kling-video/v2.1/standard/image-to-video,Kling 2.1 (standard),video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 2.1 Standard is a cost-efficient endpoint for the Kling 2.1 model, delivering high-quality image-to-video generati"
krea/v2/large/text-to-image,Krea 2 Large,image,text-to-image,available,krea,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ideogram/v3,Ideogram Text to Image,image,text-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,True,"Generate high-quality images, posters, and logos with Ideogram V3. Features exceptional typography handling and realisti"
minimax/h3/text-to-video,MiniMax H3 Text to Video,video,text-to-video,available,minimax,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"MiniMax H3 is a frontier video model. This endpoint generates video from a text prompt alone, rendering at 2K in duratio"
xai/grok-imagine-image/v2.0/edit,Grok Imagine Image 2.0,image,image-to-image,available,xai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2/klein/9b/edit,FLUX.2 [klein] 9B,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/veo3.1/lite/image-to-video,Veo3.1 Lite Image to Video,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"Veo 3.1 Lite balances practical utility with professional capabilities, supporting Text-to-Video and Image-to-Video"
alibaba/wan-3.0-prime/reference-to-video,Wan 3.0 Prime,video,video-to-video,available,alibaba,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
bytedance/seedance-2.0/text-to-video,Seedance 2.0 Text to Video API,video,text-to-video,available,bytedance,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"ByteDance's most advanced text-to-video model. Cinematic output with native audio, multi-shot editing, real-world physic"
blackforestlabs/flux-3/image-to-video,FLUX 3 Image to Video,video,image-to-video,available,blackforestlabs,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/kling-video/v3/pro/text-to-video,Kling Video v3 Text to Video [Pro],video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Kling 3.0 Pro: Top-tier text-to-video with cinematic visuals, fluid motion, and native audio generation, with multi-shot"
fal-ai/bytedance/seedance/v1/pro/image-to-video,Seedance 1.0 Pro,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"Seedance 1.0 Pro, a high quality video generation model developed by Bytedance."
fal-ai/wizper,Wizper (Whisper v3 -- fal.ai edition),audio,speech-to-text,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
google/gemini-omni-flash/image-to-video,Gemini Omni Flash,video,image-to-video,available,google,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/elevenlabs/tts/turbo-v2.5,ElevenLabs TTS Turbo v2.5,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
bytedance/seedance-2.0/fast/reference-to-video,Seedance 2.0 Fast Reference to Video,video,image-to-video,available,bytedance,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
bytedance/seedance-2.0/fast/image-to-video,Seedance 2.0 Fast Image to Video,video,image-to-video,available,bytedance,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
alibaba/wan-3.0-prime/image-to-video,Wan 3.0 Prime,video,image-to-video,available,alibaba,False,start_image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
google/gemini-omni-flash/v1.1/image-to-video,Gemini Omni Flash 1.1 Image to Video,video,image-to-video,available,google,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
meta/muse-image/edit,Meta Muse Image Edit,image,image-to-image,available,meta,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/o3/pro/image-to-video,Kling O3 Image to Video [Pro],video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,,duration,True,"Generate a video by taking a start frame and an end frame, animating the transition between them while following text-dr"
fal-ai/imageutils/rembg,Remove Background,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux/dev/image-to-image,FLUX.1 [dev],image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,True,FLUX.1 Image-to-Image is a high-performance endpoint for the FLUX.1 [dev] model that enables rapid transformation of exi
fal-ai/elevenlabs/music,Elevenlabs Music,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/recraft/v3/text-to-image,Recraft V3,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"Recraft V3 is a text-to-image model with the ability to generate long texts, vector art, images in brand style, and much"
fal-ai/kling-video/o3/standard/image-to-video,Kling O3 Image to Video [Pro],video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,,duration,True,"Generate a video by taking a start frame and an end frame, animating the transition between them while following text-dr"
fal-ai/elevenlabs/sound-effects/v2,Elevenlabs Sound Effects V2,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-pro/kontext/max,FLUX.1 Kontext [max],image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,aspect_ratio,,True,FLUX.1 Kontext [max] is a model with greatly improved prompt adherence and typography generation meet premium consistenc
alibaba/wan-3.0/reference-to-video,Wan 3.0,video,image-to-video,available,alibaba,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/flux-2/edit,FLUX 2 Edit,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,True,Image-to-image editing with FLUX.2 [dev] from Black Forest Labs. Precise modifications using natural language descriptio
fal-ai/veo3.1/fast,Veo 3.1 Fast,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,Faster and more cost effective version of Google's Veo 3.1! 
fal-ai/recraft/upscale/crisp,Recraft Crisp Upscale,upscale,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/fast-sdxl,Stable Diffusion XL,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,True,supportsLora via schema fields/tags (not id); Run SDXL at the speed of light
fal-ai/flux-pro/v1/fill,FLUX.1 [pro] Fill,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2/turbo,FLUX 2 Turbo,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"Text-to-image generation with FLUX.2 [dev] from Black Forest Labs. Enhanced realism, crisper text generation, and native"
fal-ai/aura-sr,AuraSR,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/elevenlabs/speech-to-text/scribe-v2,ElevenLabs Speech to Text - Scribe V2,audio,speech-to-text,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v3/standard/text-to-video,Kling Video v3 Text to Video [Standard],video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Kling 3.0 Standard: Top-tier text-to-video with cinematic visuals, fluid motion, and native audio generation, with multi"
fal-ai/kling-video/o3/pro/reference-to-video,Kling O3 Reference to Video [Pro],video,image-to-video,available,fal-ai,False,start_image_url|end_image_url|image_urls,9,image_urls,False,True,True,prompt,aspect_ratio,duration,True,"Transform images, elements, and text into consistent, high-quality video scenes, ensuring stable character identity, obj"
alibaba/wan-3.0/image-to-video,Wan 3.0,video,image-to-video,available,alibaba,False,start_image_url|end_image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"Wan 3.0 is the latest generation AI video model, delivering enhanced motion smoothness, superior scene fidelity, and gre"
fal-ai/gpt-image-1.5,GPT-Image 1.5,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"GPT Image 1.5 generates high-fidelity images with strong prompt adherence, preserving composition, lighting, and fine-gr"
fal-ai/ideogram/remove-background,Ideogram Remove Background,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/v3/turbo/pro/image-to-video,Kling Video V3 Turbo Pro Image to Video,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,duration,True,"Generate high quality 1080p videos from images using Kling's Turbo 3.0 model, with improved lipsync and multishot genera"
fal-ai/flux-2/flash,FLUX 2 Flash,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,"Text-to-image generation with FLUX.2 [dev] from Black Forest Labs. Enhanced realism, crisper text generation, and native"
fal-ai/veo3.1,Veo 3.1,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Veo 3.1 by Google, the most advanced AI video generation model in the world. With sound on!"
blackforestlabs/flux-3/text-to-video,Flux 3 Text to Video,video,text-to-video,available,blackforestlabs,False,,1,image_url,False,False,False,prompt,,,False,
pixelcut/background-removal,Pixelcut Background Remover,bg,image-to-image,available,pixelcut,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/minimax/speech-2.8-hd,MiniMax Speech 2.8 [HD],audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/ai-avatar/v2/standard,Kling AI Avatar v2 Standard,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/stable-audio-25/text-to-audio,Stable Audio 2.5,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gemini-3.1-flash-tts,Gemini 3.1 Flash Tts,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v2.5-turbo/pro/text-to-video,Kling v2.5 Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Kling 2.5 Turbo Pro: Top-tier text-to-video generation with unparalleled motion fluidity, cinematic visuals, and excepti"
fal-ai/ffmpeg-api/merge-videos,Ffmpeg Api,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan-3d/v3.1/pro/image-to-3d,Hunyuan 3D Pro Image to 3D,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
google/gemini-omni-flash/v1.1/reference-to-video,Gemini Omni Flash 1.1 Reference to Video,video,image-to-video,available,google,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
google/gemini-omni-flash/reference-to-video,Gemini Omni Flash,video,image-to-video,available,google,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/kling-video/v2.6/standard/motion-control,Kling Video v2.6 Motion Control [Standard],video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/hailuo-02/standard/image-to-video,MiniMax Hailuo 02 [Standard] (Image to Video),video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,,duration,True,"MiniMax Hailuo-02 Image To Video API (Standard, 768p, 512p): Advanced image-to-video generation model with 768p and 512p"
fal-ai/kling-video/o3/pro/video-to-video/edit,Kling O3 Edit Video [Pro],video,video-to-video,available,fal-ai,False,video_url|image_urls,9,image_urls,False,False,False,prompt,,,True,Edit videos using Kling O3 from Kling Team!
fal-ai/wan/v2.7/image-to-video,Wan,video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,,duration,True,"Wan 2.7 is the latest generation AI video model, delivering enhanced motion smoothness, superior scene fidelity, and gre"
fal-ai/sync-lipsync/v2,Sync Lipsync 2.0,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bria/expand,Bria Expand Image,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sync-lipsync/v3,sync-3 Lipsync,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-max/edit,Flux 2 Max,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit-2511-multiple-angles,Qwen Image Edit 2511 Multiple Angles,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
cassetteai/music-generator,music generator,audio,text-to-audio,available,cassetteai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bytedance/omnihuman/v1.5,Bytedance Omnihuman V1.5,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/pixverse/v6/image-to-video,PixVerse V6 Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
meta/muse-image/text-to-image,Meta Muse Image Text to Image,image,text-to-image,available,meta,False,,1,image_url,False,False,False,prompt,,,False,
xai/grok-imagine-image/v2.0/text-to-image,Grok Imagine Image 2.0,image,text-to-image,available,xai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v3/turbo/standard/image-to-video,Kling Video V3 Standard Turbo Image to Video,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 3.0 Turbo Standard animates a first and last frame reference image into 720P video with native audio, delivering q"
fal-ai/kling-video/v3/pro/motion-control,Kling Video,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-lora-fast-training,Train Flux LoRA,image,training,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
alibaba/wan-3.0/text-to-video,Wan Text to Video,video,text-to-video,available,alibaba,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Wan 3.0 is the latest generation AI video model, delivering enhanced motion smoothness, superior scene fidelity, and gre"
fal-ai/ffmpeg-api/compose,FFmpeg API Compose,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/recraft/vectorize,Recraft,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
bytedance/seedance-2.0/mini/reference-to-video,Seedance 2.0 Mini,video,image-to-video,available,bytedance,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/kling-video/v1.6/standard/image-to-video,Kling 1.6,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
xai/grok-imagine-image/quality/edit,Grok Imagine Image Editing Quality,image,image-to-image,available,xai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-1/schnell,FLUX.1 [schnell],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
google/gemini-omni-flash,Gemini Omni Flash,video,text-to-video,available,google,False,,1,image_url,False,False,False,prompt,,,False,
bytedance/seed-audio-1.0,Seed Audio 1.0,audio,text-to-audio,available,bytedance,False,,1,image_url,False,False,False,prompt,,,False,
topaz/upscale/image/precision,Topaz Upscale Image Precision,upscale,image-to-image,available,topaz,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-kontext/dev,FLUX.1 Kontext [dev],image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,True,Frontier image editing model.
fal-ai/kling-video/v2.5-turbo/standard/image-to-video,Kling Video,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 2.5 Turbo Standard: Top-tier image-to-video generation with unparalleled motion fluidity, cinematic visuals, and e"
fal-ai/stable-audio,Stable Audio Open,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gemini-3-pro-image-preview,Gemini 3 Pro Image Preview,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
