id,name,category,falCategory,status,prefix,supportsLora,imageFields,maxRefs,refImagesField,needsSource,needsFirstFrame,supportsI2v,promptField,aspectRatioField,durationField,hasOpenapiOverlay,notes
fal-ai/fast-animatediff/text-to-video,AnimateDiff,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bernini-r/reference-to-video,Bernini-R Reference to Video,video,image-to-video,available,fal-ai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/bagel,Bagel,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/chrono-edit-lora-gallery/upscaler,Chrono Edit Lora Gallery,upscale,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-2.3-22b/distilled/audio-to-video,LTX-2.3 22B Distilled,audio,audio-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/qwen-image-edit-lora,Qwen Image Edit Lora,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/phota/create-profile,Phota Create Profile,image,training,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/video-01-director/image-to-video,MiniMax (Hailuo AI) Video 01 Director - Image to Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
veed/fabric-1.0/text,Fabric 1.0,video,text-to-video,available,veed,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bernini-r/edit-image,Bernini-R Edit Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/image-editing/professional-photo,Image Editing Professional Photo,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/vidu/q2/text-to-image,Vidu,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-lora-gallery/digital-comic-art,Flux 2 Lora Gallery,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ovi,Ovi Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
rundiffusion-fal/juggernaut-flux/base,Juggernaut Flux Base,image,text-to-image,available,rundiffusion-fal,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/vidu/template-to-video,Vidu Template to Video,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/image-apps-v2/product-holding,Product Holding,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
bria/embed-product,Embed Product,image,image-to-image,available,bria,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/emu-3.5-image/edit-image,Emu 3.5 Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2-lora-gallery/ballpoint-pen-sketch,Flux 2 Lora Gallery,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/longcat-video/text-to-video/480p,LongCat Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pasd,PASD,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/longcat-video/distilled/image-to-video/480p,LongCat Video Distilled,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/longcat-video/distilled/text-to-video/720p,LongCat Video Distilled,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan3d/v2/mini/turbo,Hunyuan3D,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
bria/fibo/generate/structured_prompt,Fibo,image,text-to-json,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kokoro/mandarin-chinese,Kokoro TTS (Mandarin Chinese),audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan/v2.2-a14b/text-to-image/lora,Wan v2.2 A14B Text-to-Image A14B with LoRAs,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/t2v-turbo,T2V Turbo - Video Crafter,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-klein-9b-base-trainer/edit,Flux 2 Klein 9B Base Trainer,image,training,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/meshy/v5/multi-image-to-3d,Meshy 5 Multi,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kandinsky5/text-to-video,Kandinsky5,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/trellis-2-lora,TRELLIS.2 LoRA Inference,3d,image-to-3d,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-2-19b/extend-video,LTX-2 19B,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v1.6/pro/effects,Kling 1.6,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-preprocessors/zoe,Image Preprocessors,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kokoro/japanese,Kokoro TTS (Japanese),audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
minimax/h3/t2v/trainer,MiniMax H3 Text to Video LoRA Trainer,image,training,available,minimax,True,,1,image_url,False,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/image-editing/scene-composition,Image Editing Scene Composition,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/longcat-video/image-to-video/480p,LongCat Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/ace-step/audio-inpaint,ACE Step Audio Inpaint,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-vace-14b/reframe,Wan VACE 14B,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
hitem3d/hi3d/split,Hi3D 3D Part Splitter,3d,3d-to-3d,available,hitem3d,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v4/text-to-video,PixVerse V4 Text To Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/luma-photon/modify,Luma Photon,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/z-image/turbo/tiling/lora,Z-Image Turbo Seamless Tiling Lora,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
hitem3d/hi3d/multi-view-to-3d,Hi3D Multiview to 3D,3d,image-to-3d,available,hitem3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/editto,Editto,video,video-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/sa2va/8b/image,Sa2VA 8B Image,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-audio-3/small/music/audio-to-audio,Stable Audio 3,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
mirelo-ai/sfx-v1/video-to-audio,Mirelo SFX,audio,video-to-audio,available,mirelo-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/tada/3b/text-to-speech,Tada,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bernini-r/text-to-video,Bernini-R Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-2-19b/audio-to-video,LTX-2 19B,audio,audio-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/image-editing/baby-version,Image Editing,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-video-v095,LTX Video-0.9.5,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/post-processing/color-correction,Post Processing Color Correction,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/longcat-video/text-to-video/720p,LongCat Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-22-vace-fun-a14b/outpainting,Wan 2.2 VACE Fun A14B,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
rundiffusion-fal/rundiffusion-photo-flux,Rundiffusion Photo Flux,image,text-to-image,available,rundiffusion-fal,True,,1,image_url,False,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/fast-svd/text-to-video,Stable Video Diffusion,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-cascade/sote-diffusion,SoteDiffusion,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
veed/avatars/audio-to-video,Avatars,audio,audio-to-video,available,veed,False,image_url,1,image_url,False,True,True,prompt,,,False,
topaz/denoise/video,Topaz Denoise Video,video,video-to-video,available,topaz,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-audio-3/small/sfx/base/text-to-audio,Stable Audio 3 Small SFX Base Text to Audio,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-2.3-quality/hdr,Ltx 2.3 Quality,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-preprocessors/hed,Image Preprocessors,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/moondream/batched,Moondream,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/vidu/q2/video-extension/pro,Vidu,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ovis-image,Ovis Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/cosmos-predict-2.5/text-to-video,Cosmos Predict 2.5 2B,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/leffa/pose-transfer,Leffa Pose Transfer,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ernie-image/lora/turbo,Ernie Image Lora Turbo,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/echomimic-v3,EchoMimic V3,audio,audio-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-2.3-quality/audio-to-video/lora,Ltx 2.3 Quality,audio,audio-to-video,available,fal-ai,True,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/qwen-image-edit-plus-lora-gallery/shirt-design,Qwen Image Edit Plus Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/qwen-image-edit-plus-lora-gallery/group-photo,Qwen Image Edit Plus Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kokoro/hindi,Kokoro TTS (Hindi),audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v4.5/text-to-video/fast,PixVerse V4.5 Text To Video Fast,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-apps-v2/portrait-enhance,Portrait Enhance,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flashhead,Flashhead,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/flux-1/schnell/redux,FLUX.1 [schnell] Redux,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2-lora-gallery/hdr-style,FLUX 2 Lora Gallery Hdr Style,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-apps-v2/expression-change,Expression Change,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ideogram/v2/turbo/edit,Ideogram V2 Turbo Edit,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/cartoonify,Cartoonify,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-2.3-quality/ingredient,Ltx 2.3 Quality,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
bria/bria_video_eraser/erase/mask,Bria Video Eraser Erase Mask,video,video-to-video,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-audio-3/small/music/base/audio-to-audio,Stable Audio 3 Small Music Base Audio to Audio,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/sa2va/4b/image,Sa2VA 4B Image,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/sam-3/image/embed,Sam 3,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/vidu/image-to-video,Vidu Image to Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/qwen-image-edit-2509-lora,Qwen Image Edit 2509 Lora,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2-lora-gallery/sepia-vintage,Flux 2 Lora Gallery,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/workflow-utilities/blend-video,Workflow Utilities Blend Video,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
minimax/h3/i2v/trainer,MiniMax H3 Image to Video Audio LoRA Trainer,image,training,available,minimax,True,,1,image_url,False,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/cosmos-predict-2.5/image-to-video,Cosmos Predict 2.5 2B,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/flux-1/srpo/image-to-image,FLUX.1 SRPO [dev],image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
ideogram/v4/image-to-image/lora,Ideogram V4.0q Image to Image LoRA,image,image-to-image,available,ideogram,True,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/ideogram/v2a,Ideogram V2A,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
bria/fibo-lite/generate,Fibo Lite,image,text-to-image,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-lora-gallery/satellite-view-style,Flux 2 Lora Gallery,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
mirage-api/avatar-x/text-to-video,Avatar X,video,text-to-video,available,mirage-api,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/vecglypher,Vecglypher,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/maya/batch,Maya,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
bria/product-dimensions,Bria Product Dimensions,image,image-to-image,available,bria,False,,1,image_url,True,False,False,prompt,,,False,
bria/fibo-edit/add_object_by_text,Fibo Edit [Add Object by Text],image,image-to-image,available,bria,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/emu-3.5-image/text-to-image,Emu 3.5 Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-editing/time-of-day,Image Editing Time Of Day,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
topaz/colorize/video,Topaz Colorize Video,video,video-to-video,available,topaz,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-t2v-lora,Wan-2.1 Text-to-Video with LoRAs,video,text-to-video,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit-plus-lora-gallery/face-to-full-portrait,Qwen Image Edit Plus Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ideogram/v2/remix,Ideogram V2 Remix,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/csm-1b,CSM-1B,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/zonos,Zonos-Audio-Clone,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/fast-svd-lcm/text-to-video,Stable Video Diffusion Turbo,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/nemotron-diffusion-vlm,Nemotron Diffusion Vlm,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan/v2.2-5b/text-to-image,Wan,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/fast-animatediff/turbo/text-to-video,AnimateDiff Turbo,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/workflow-utilities/audio-compressor,Workflow Utilities Audio Compressor,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v3.5/image-to-video,PixVerse V3.5 Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/image-editing/wojak-style,Image Editing Wojak Style,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/infinitalk/video-to-video,Infinitalk,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/magi-distilled/extend-video,MAGI-1 (Distilled),video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-22-trainer/t2v-a14b,Wan-2.2 LoRA Trainer,image,training,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/luma-photon/flash/modify,Luma Photon,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-2.3-22b/audio-to-video,LTX-2.3 22B,audio,audio-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/bria/text-to-image/hd,Bria Text-to-Image HD,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-general/differential-diffusion,FLUX.1 [dev] with Controlnets and Loras,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/finegrain-eraser/bbox,Finegrain Eraser Bbox,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/longcat-video/distilled/text-to-video/480p,LongCat Video Distilled,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-audio-3/medium/base/audio-to-audio,Stable Audio 3 Medium Base Audio to Audio,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit-plus-lora-gallery/next-scene,Qwen Image Edit Plus Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-general/rf-inversion,FLUX.1 [dev] with Controlnets and Loras,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/ltx-video-13b-distilled/multiconditioning,LTX Video-0.9.7 13B Distilled,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/florence-2-large/region-proposal,Florence-2 Large,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/stable-audio-3/medium/audio-outpainting,Stable Audio 3 Medium Audio Outpainting,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan3d-v3/sketch-to-3d,Hunyuan3d V3,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/qwen-image-edit-plus-lora-gallery/remove-lighting,Qwen Image Edit Plus Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/lora/inpaint,Stable Diffusion with LoRAs,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/stable-audio-3/medium/audio-inpainting,Stable Audio 3 Medium Audio Inpainting,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-1/krea/redux,FLUX.1 Krea [dev] Redux,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-2.3-quality/text-to-audio,Ltx 2.3 Quality,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-audio-3/medium/base/audio-outpainting,Stable Audio 3 Medium Base Audio Outpainting,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
hitem3d/hi3d/texture,Hi3D Texture,3d,3d-to-3d,available,hitem3d,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-pro/v1/fill-finetuned,FLUX.1 [pro] Fill Fine-tuned,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sdxl-controlnet-union/inpainting,SDXL ControlNet Union,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/krea-wan-14b/text-to-video,Krea Wan 14b- Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/fast-sdxl-controlnet-canny/image-to-image,ControlNet SDXL,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
bria/fibo-edit/replace_object_by_text,Fibo Edit [Replace Object by Text],image,image-to-image,available,bria,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/stable-audio-3/small/music/base/audio-inpainting,Stable Audio 3 Small Music Base Audio Inpainting,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/framepack/f1,Framepack F1,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/image-apps-v2/city-teleport,City Teleport,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
bria/fibo-bbq-preview/generate,Fibo Bbq Preview,image,text-to-image,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan-video/video-to-video,Hunyuan Video (Video-to-Video),video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/extend/fast,PixVerse Extend Fast,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v1/standard/effects,Kling 1.0,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-22-trainer/i2v-a14b,Wan-2.2 LoRA Trainer,image,training,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/heygen/v2/video-agent,Heygen,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v4.5/image-to-video/fast,PixVerse V4.5 Image To Video Fast,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/ltx-2.3-quality/clean-plate,Ltx 2.3 Quality,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-2.3-22b/reference-video-to-video,LTX-2.3 22B,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
moonvalley/marey/motion-transfer,Marey Realism V1.5,video,video-to-video,available,moonvalley,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-apps-v2/object-removal,Object Removal,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/post-processing/blur,Post Processing Blur,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/ai-avatar/multi,AI Avatar Multi,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/fooocus/image-prompt,Fooocus Image Prompt,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-apps-v2/texture-transform,Texture Transform,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/lightx/recamera,Lightx,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
bria/fibo-lite/generate/structured_prompt,Fibo Lite,image,text-to-json,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v5.6/transition,PixVerse V5.6 Transition,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/minimax/video-01-director,MiniMax (Hailuo AI) Video 01 Director,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v3.5/transition,PixVerse V3.5 Transition,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/ltx-2.3-22b/video-to-video,LTX-2.3 22B,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/vidu/reference-to-image,Vidu,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/qwen-image-edit-2509-lora-gallery/face-to-full-portrait,Qwen Image Edit 2509 Lora Gallery,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
fal-ai/hunyuan3d/v2/multi-view/turbo,Hunyuan3D,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/hidream-i1-full/image-to-image,Hidream I1 Full,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/fast-sdxl-controlnet-canny/inpainting,ControlNet SDXL,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/wan/v2.2-a14b/image-to-image,Wan,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/image-preprocessors/teed,Image Preprocessors,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/chrono-edit-lora,Chrono Edit Lora,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
mirelo-ai/sfx1.6/extend-audio,Mirelo SFX1.6,audio,audio-to-audio,available,mirelo-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/post-processing/grain,Post Processing Grain,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
bria/fibo-edit/sketch_to_colored_image,Fibo Edit [Sketch to Image],image,image-to-image,available,bria,False,,1,image_url,True,False,False,prompt,,,False,
rundiffusion-fal/juggernaut-flux/base/image-to-image,Juggernaut Flux Base,image,image-to-image,available,rundiffusion-fal,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/ltx-2.3-quality/outpaint/lora,Ltx 2.3 Quality,video,video-to-video,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
bytedance/lynx,Lynx,video,image-to-video,available,bytedance,False,,1,image_url,False,True,True,prompt,,,False,
